Date,Open,High,Low,Close,Adj Close,Volume
2004-06-08,875.000000,900.000000,875.000000,887.500000,454.357941,99830000
2004-06-09,887.500000,912.500000,875.000000,900.000000,460.757324,58858000
2004-06-10,900.000000,900.000000,887.500000,900.000000,460.757324,33118000
2004-06-11,887.500000,900.000000,887.500000,900.000000,460.757324,27166000
2004-06-14,900.000000,900.000000,875.000000,887.500000,454.357941,31708000
2004-06-15,875.000000,912.500000,875.000000,912.500000,467.156616,59524000
2004-06-16,912.500000,912.500000,887.500000,900.000000,460.757324,20854000
2004-06-17,887.500000,887.500000,875.000000,887.500000,454.357941,70030000
2004-06-18,875.000000,887.500000,875.000000,887.500000,454.357941,52652000
2004-06-21,887.500000,887.500000,875.000000,887.500000,454.357941,66374000
2004-06-22,887.500000,900.000000,887.500000,887.500000,454.357941,11374000
2004-06-23,900.000000,900.000000,887.500000,900.000000,460.757324,93838000
2004-06-24,900.000000,900.000000,887.500000,900.000000,460.757324,38262000
2004-06-25,900.000000,912.500000,900.000000,912.500000,467.156616,30862000
2004-06-28,912.500000,912.500000,900.000000,912.500000,467.156616,52172000
2004-06-29,912.500000,925.000000,912.500000,925.000000,473.556091,24612000
2004-06-30,925.000000,937.500000,912.500000,937.500000,479.955566,58252000
2004-07-01,900.000000,900.000000,875.000000,887.500000,597.839355,40618000
2004-07-02,887.500000,900.000000,887.500000,900.000000,606.259644,98160000
2004-07-05,900.000000,900.000000,900.000000,900.000000,606.259644,0
2004-07-06,912.500000,937.500000,900.000000,937.500000,631.520447,165322000
2004-07-07,925.000000,950.000000,912.500000,937.500000,631.520447,76514000
2004-07-08,937.500000,950.000000,925.000000,937.500000,631.520447,56948000
2004-07-09,925.000000,950.000000,925.000000,950.000000,639.940796,76228000
2004-07-12,950.000000,975.000000,937.500000,950.000000,639.940796,95682000
2004-07-13,950.000000,962.500000,937.500000,962.500000,648.361145,26684000
2004-07-14,950.000000,950.000000,925.000000,937.500000,631.520447,48684000
2004-07-15,925.000000,937.500000,912.500000,937.500000,631.520447,26978000
2004-07-16,925.000000,950.000000,925.000000,950.000000,639.940796,28124000
2004-07-19,937.500000,950.000000,937.500000,950.000000,639.940796,8788000
2004-07-20,937.500000,950.000000,937.500000,950.000000,639.940796,33778000
2004-07-21,937.500000,950.000000,937.500000,950.000000,639.940796,32484000
2004-07-22,937.500000,950.000000,937.500000,950.000000,639.940796,12346000
2004-07-23,937.500000,950.000000,937.500000,950.000000,639.940796,3134000
2004-07-26,937.500000,937.500000,912.500000,937.500000,631.520447,103530000
2004-07-27,925.000000,937.500000,912.500000,937.500000,631.520447,50800000
2004-07-28,937.500000,937.500000,925.000000,937.500000,631.520447,34504000
2004-07-29,937.500000,937.500000,925.000000,937.500000,631.520447,11590000
2004-07-30,937.500000,937.500000,925.000000,937.500000,631.520447,44822000
2004-08-02,925.000000,937.500000,925.000000,925.000000,623.100098,5402000
2004-08-03,925.000000,950.000000,925.000000,937.500000,631.520447,65200000
2004-08-04,937.500000,950.000000,937.500000,950.000000,639.940796,50932000
2004-08-05,937.500000,950.000000,937.500000,950.000000,639.940796,26666000
2004-08-06,937.500000,950.000000,937.500000,937.500000,631.520447,25268000
2004-08-09,925.000000,925.000000,900.000000,912.500000,614.679932,72932000
2004-08-10,912.500000,912.500000,912.500000,912.500000,614.679932,21600000
2004-08-11,925.000000,925.000000,925.000000,925.000000,623.100098,28808000
2004-08-12,925.000000,925.000000,912.500000,912.500000,614.679932,2620000
2004-08-13,912.500000,925.000000,912.500000,912.500000,614.679932,22654000
2004-08-16,912.500000,912.500000,900.000000,900.000000,606.259644,28690000
2004-08-17,900.000000,900.000000,900.000000,900.000000,606.259644,0
2004-08-18,912.500000,925.000000,912.500000,925.000000,623.100098,47214000
2004-08-19,925.000000,925.000000,912.500000,925.000000,623.100098,10894000
2004-08-20,912.500000,925.000000,912.500000,912.500000,614.679932,1268000
2004-08-23,912.500000,925.000000,912.500000,912.500000,614.679932,6954000
2004-08-24,912.500000,912.500000,900.000000,912.500000,614.679932,68782000
2004-08-25,912.500000,912.500000,887.500000,900.000000,606.259644,4102000
2004-08-26,887.500000,900.000000,887.500000,900.000000,606.259644,5330000
2004-08-27,900.000000,912.500000,900.000000,912.500000,614.679932,30592000
2004-08-30,900.000000,900.000000,887.500000,887.500000,597.839355,43456000
2004-08-31,900.000000,912.500000,900.000000,900.000000,606.259644,48366000
2004-09-01,900.000000,937.500000,900.000000,937.500000,631.520447,157100000
2004-09-02,937.500000,950.000000,925.000000,937.500000,631.520447,125090000
2004-09-03,937.500000,962.500000,937.500000,950.000000,639.940796,76002000
2004-09-06,950.000000,962.500000,937.500000,937.500000,631.520447,60130000
2004-09-07,937.500000,937.500000,925.000000,925.000000,623.100098,76032000
2004-09-08,925.000000,950.000000,925.000000,950.000000,639.940796,29752000
2004-09-09,937.500000,937.500000,900.000000,925.000000,623.100098,224952000
2004-09-10,925.000000,950.000000,912.500000,937.500000,631.520447,161518000
2004-09-13,937.500000,937.500000,937.500000,937.500000,631.520447,0
2004-09-14,950.000000,1000.000000,950.000000,987.500000,665.201599,306410000
2004-09-15,987.500000,1025.000000,975.000000,1012.500000,682.042114,317600000
2004-09-16,1000.000000,1000.000000,987.500000,1000.000000,673.621765,41724000
2004-09-17,987.500000,1000.000000,962.500000,1000.000000,673.621765,60590000
2004-09-20,1000.000000,1000.000000,1000.000000,1000.000000,673.621765,0
2004-09-21,1012.500000,1050.000000,1012.500000,1037.500000,698.882629,380320000
2004-09-22,1037.500000,1037.500000,1012.500000,1025.000000,690.462341,42080000
2004-09-23,1012.500000,1037.500000,1012.500000,1025.000000,690.462341,124728000
2004-09-24,1012.500000,1025.000000,1012.500000,1025.000000,690.462341,2096000
2004-09-27,1012.500000,1025.000000,987.500000,1000.000000,673.621765,34916000
2004-09-28,1000.000000,1000.000000,987.500000,987.500000,665.201599,66356000
2004-09-29,987.500000,1000.000000,987.500000,1000.000000,673.621765,48854000
2004-09-30,1000.000000,1012.500000,987.500000,1000.000000,673.621765,54138000
2004-10-01,1000.000000,1012.500000,1000.000000,1012.500000,682.042114,89512000
2004-10-04,1012.500000,1062.500000,1012.500000,1062.500000,715.723267,250318000
2004-10-05,1050.000000,1150.000000,1050.000000,1150.000000,774.664978,299320000
2004-10-06,1150.000000,1150.000000,1112.500000,1137.500000,766.244812,54016000
2004-10-07,1125.000000,1125.000000,1087.500000,1125.000000,757.824707,82412000
2004-10-08,1112.500000,1137.500000,1112.500000,1125.000000,757.824707,57790000
2004-10-11,1125.000000,1150.000000,1112.500000,1137.500000,766.244812,70024000
2004-10-12,1137.500000,1137.500000,1100.000000,1112.500000,749.404236,64582000
2004-10-13,1125.000000,1137.500000,1112.500000,1125.000000,757.824707,33600000
2004-10-14,1125.000000,1137.500000,1112.500000,1125.000000,757.824707,61096000
2004-10-15,1112.500000,1137.500000,1112.500000,1137.500000,766.244812,60390000
2004-10-18,1137.500000,1137.500000,1125.000000,1137.500000,766.244812,27510000
2004-10-19,1137.500000,1137.500000,1112.500000,1112.500000,749.404236,82434000
2004-10-20,1112.500000,1125.000000,1087.500000,1112.500000,749.404236,54750000
2004-10-21,1112.500000,1112.500000,1087.500000,1100.000000,740.983826,34196000
2004-10-22,1100.000000,1137.500000,1100.000000,1125.000000,757.824707,43970000
2004-10-25,1125.000000,1137.500000,1112.500000,1137.500000,766.244812,7216000
2004-10-26,1137.500000,1150.000000,1125.000000,1150.000000,774.664978,19052000
2004-10-27,1150.000000,1212.500000,1150.000000,1200.000000,808.346069,133668000
2004-10-28,1212.500000,1212.500000,1175.000000,1200.000000,808.346069,55410000
2004-10-29,1200.000000,1200.000000,1187.500000,1200.000000,808.346069,25268000
2004-11-01,1200.000000,1250.000000,1200.000000,1237.500000,833.606873,44816000
2004-11-02,1237.500000,1300.000000,1237.500000,1275.000000,858.867920,77886000
2004-11-03,1275.000000,1275.000000,1237.500000,1237.500000,833.606873,87642000
2004-11-04,1237.500000,1237.500000,1200.000000,1237.500000,833.606873,74144000
2004-11-05,1237.500000,1262.500000,1237.500000,1250.000000,842.027161,22892000
2004-11-08,1250.000000,1250.000000,1225.000000,1250.000000,842.027161,7618000
